"drug","gene"
"DB00683","GABRR1"
"DB01595","GABRR1"
"DB00349","GABRR1"
"DB00475","GABRR1"
"DB00404","GABRR1"
"DB07427","HBA1"
"DB08632","HBA1"
"DB08262","HBA1"
"DB00893","HBA1"
"DB08077","HBA1"
"DB07645","HBA1"
"DB02126","HBA1"
"DB07428","HBA1"
"DB00358","HBA1"
"DB08486","HBA1"
"DB00157","HSD11B2"
"DB02901","AR"
"DB01420","AR"
"DB01564","AR"
"DB01541","AR"
"DB00860","AR"
"DB08089","AR"
"DB08461","AR"
"DB02266","AR"
"DB01481","AR"
"DB02932","AR"
"DB07454","AR"
"DB07422","AR"
"DB06973","AR"
"DB01128","AR"
"DB08899","AR"
"DB00984","AR"
"DB06710","AR"
"DB07286","AR"
"DB07039","AR"
"DB01234","AR"
"DB08087","AR"
"DB07769","AR"
"DB05234","AR"
"DB01185","AR"
"DB07419","AR"
"DB00624","AR"
"DB01852","AR"
"DB08804","AR"
"DB08088","AR"
"DB01406","AR"
"DB07423","AR"
"DB01395","AR"
"DB02998","AR"
"DB00328","AR"
"DB04839","AR"
"DB07421","AR"
"DB00396","AR"
"DB06870","AR"
"DB00687","AR"
"DB07776","AR"
"DB00834","AR"
"DB00858","AR"
"DB00783","AR"
"DB04709","AR"
"DB00367","AR"
"DB07352","AR"
"DB07717","AR"
"DB00603","AR"
"DB00421","AR"
"DB00665","AR"
"DB08035","AR"
"DB00621","AR"
"DB00499","AR"
"DB00536","ALDH2"
"DB00157","ALDH2"
"DB04381","ALDH2"
"DB02115","ALDH2"
"DB00822","ALDH2"
"DB01907","ALDH2"
"DB00032","LHCGR"
"DB00050","LHCGR"
"DB06719","LHCGR"
"DB00097","LHCGR"
"DB00044","LHCGR"
"DB00014","LHCGR"
"DB00157","ALDH7A1"
"DB00165","ALDH7A1"
"DB00157","NDUFV2"
"DB00822","DBH"
"DB00126","DBH"
"DB00988","DBH"
"DB00171","AFG3L2"
"DB00252","SCN1A"
"DB01121","SCN1A"
"DB00909","SCN1A"
"DB01595","SCN1A"
"DB01438","SCN1A"
"DB04930","SCN1A"
"DB00273","SCN1A"
"DB01394","TUBB"
"DB00570","TUBB"
"DB01179","TUBB"
"DB00541","TUBB"
"DB00400","TUBB"
"DB03010","TUBB"
"DB01873","TUBB"
"DB00361","TUBB"
"DB00307","RARG"
"DB04942","RARG"
"DB00523","RARG"
"DB00799","RARG"
"DB02741","RARG"
"DB00459","RARG"
"DB07031","RARG"
"DB02466","RARG"
"DB02258","RARG"
"DB03279","RARG"
"DB00755","RARG"
"DB03466","RARG"
"DB07294","RARG"
"DB00926","RARG"
"DB00210","RARG"
"DB01941","RARG"
"DB00412","RARG"
"DB02877","RARG"
"DB01038","DRD5"
"DB01238","DRD5"
"DB00679","DRD5"
"DB00934","DRD5"
"DB01224","DRD5"
"DB00714","DRD5"
"DB00589","DRD5"
"DB00988","DRD5"
"DB00477","DRD5"
"DB00800","DRD5"
"DB01239","DRD5"
"DB01235","DRD5"
"DB04946","DRD5"
"DB05271","DRD5"
"DB00246","DRD5"
"DB00363","DRD5"
"DB00623","DRD5"
"DB04829","DRD5"
"DB00502","DRD5"
"DB01200","DRD5"
"DB00413","DRD5"
"DB01403","DRD5"
"DB00334","DRD5"
"DB00321","DRD5"
"DB01186","DRD5"
"DB00268","DRD5"
"DB01624","DRD5"
"DB00248","DRD5"
"DB00734","DRD5"
"DB00568","HRH4"
"DB00363","HRH4"
"DB00434","HRH4"
"DB00543","HRH4"
"DB01069","HRH4"
"DB05381","HRH4"
"DB00637","HRH4"
"DB01142","HRH4"
"DB01114","HRH4"
"DB00321","HRH4"
"DB00667","HRH4"
"DB01620","HRH4"
"DB00477","HRH4"
"DB06148","HRH4"
"DB05891","HRH4"
"DB00408","HRH4"
"DB07264","FLT3"
"DB06999","FLT3"
"DB07352","FLT3"
"DB02519","FLT3"
"DB00317","FLT3"
"DB06896","FLT3"
"DB05465","FLT3"
"DB00530","FLT3"
"DB00398","FLT3"
"DB01254","FLT3"
"DB05424","FLT3"
"DB01852","FLT3"
"DB07266","FLT3"
"DB01268","FLT3"
"DB03044","FLT3"
"DB08916","FLT3"
"DB04216","FLT3"
"DB07398","FLT3"
"DB08568","FLT3"
"DB08597","FLT3"
"DB00619","FLT3"
"DB08865","FLT3"
"DB07159","FLT3"
"DB05294","FLT3"
"DB08039","FLT3"
"DB04868","FLT3"
"DB02567","FLT3"
"DB03496","FLT3"
"DB06589","FLT3"
"DB02375","FLT3"
"DB04849","FLT3"
"DB06616","FLT3"
"DB00157","ME2"
"DB01677","ME2"
"DB03499","ME2"
"DB03589","ME2"
"DB01907","ME2"
"DB00157","LDHC"
"DB00114","NFS1"
"DB00151","NFS1"
"DB00160","NFS1"
"DB00139","ALDH5A1"
"DB00534","ALDH5A1"
"DB00157","ALDH5A1"
"DB00308","KCNK1"
"DB00908","KCNK1"
"DB01346","KCNK1"
"DB00724","TLR7"
"DB01611","TLR7"
"DB03575","SIGMAR1"
"DB00692","SIGMAR1"
"DB00396","SIGMAR1"
"DB00652","SIGMAR1"
"DB00907","SIGMAR1"
"DB08954","SIGMAR1"
"DB00409","SIGMAR1"
"DB04946","SIGMAR1"
"DB00472","SIGMAR1"
"DB00514","SIGMAR1"
"DB00831","SIGMAR1"
"DB00579","SIGMAR1"
"DB00843","SIGMAR1"
"DB01577","SIGMAR1"
"DB00734","SIGMAR1"
"DB01520","SIGMAR1"
"DB00490","SIGMAR1"
"DB00502","SIGMAR1"
"DB00624","SIGMAR1"
"DB00481","SIGMAR1"
"DB01488","SIGMAR1"
"DB00675","SIGMAR1"
"DB04768","TPK1"
"DB00152","TPK1"
"DB00121","HLCS"
"DB03147","CYB5R3"
"DB01907","CYB5R3"
"DB00157","CYB5R3"
"DB01907","PHGDH"
"DB00157","PHGDH"
"DB01694","PHGDH"
"DB00157","OGDH"
"DB03088","VEGFA"
"DB01120","VEGFA"
"DB06779","VEGFA"
"DB00112","VEGFA"
"DB01270","VEGFA"
"DB01017","VEGFA"
"DB01136","VEGFA"
"DB03754","VEGFA"
"DB00133","SDS"
"DB00114","SDS"
"DB00093","AVPR1A"
"DB02638","AVPR1A"
"DB00067","AVPR1A"
"DB00035","AVPR1A"
"DB00872","AVPR1A"
"DB00142","GCLC"
"DB00151","GCLC"
"DB00290","LIG3"
"DB00157","NDUFA4"
"DB04447","MSRA"
"DB00148","CKMT1A"
"DB01363","ADRB1"
"DB01001","ADRB1"
"DB00852","ADRB1"
"DB00960","ADRB1"
"DB08808","ADRB1"
"DB00373","ADRB1"
"DB00866","ADRB1"
"DB01580","ADRB1"
"DB01102","ADRB1"
"DB00612","ADRB1"
"DB01203","ADRB1"
"DB01295","ADRB1"
"DB01291","ADRB1"
"DB01288","ADRB1"
"DB01118","ADRB1"
"DB01064","ADRB1"
"DB06144","ADRB1"
"DB00571","ADRB1"
"DB00521","ADRB1"
"DB01136","ADRB1"
"DB01193","ADRB1"
"DB01210","ADRB1"
"DB06216","ADRB1"
"DB08807","ADRB1"
"DB00187","ADRB1"
"DB00668","ADRB1"
"DB00195","ADRB1"
"DB04842","ADRB1"
"DB01407","ADRB1"
"DB01297","ADRB1"
"DB00734","ADRB1"
"DB04861","ADRB1"
"DB04829","ADRB1"
"DB00397","ADRB1"
"DB05039","ADRB1"
"DB01214","ADRB1"
"DB00598","ADRB1"
"DB00841","ADRB1"
"DB08558","ADRB1"
"DB00246","ADRB1"
"DB00983","ADRB1"
"DB00489","ADRB1"
"DB01238","ADRB1"
"DB00335","ADRB1"
"DB01274","ADRB1"
"DB00221","ADRB1"
"DB01446","ADRB1"
"DB01151","ADRB1"
"DB08347","ADRB1"
"DB01359","ADRB1"
"DB06262","ADRB1"
"DB00938","ADRB1"
"DB01224","ADRB1"
"DB00264","ADRB1"
"DB01267","ADRB1"
"DB00368","ADRB1"
"DB00157","NDUFC2"
"DB01136","NDUFC2"
"DB00157","BDH1"
"DB04141","SDHA"
"DB04657","SDHA"
"DB00139","SDHA"
"DB04795","SDHA"
"DB08689","SDHA"
"DB01173","SCN10A"
"DB01002","SCN10A"
"DB00645","SCN10A"
"DB00907","SCN10A"
"DB00473","SCN10A"
"DB00961","SCN10A"
"DB00296","SCN10A"
"DB00807","SCN10A"
"DB00297","SCN10A"
"DB01161","SCN10A"
"DB00281","SCN10A"
"DB00721","SCN10A"
"DB00892","SCN10A"
"DB00527","SCN10A"
"DB01086","SCN10A"
"DB00583","CPT2"
"DB01074","CPT2"
"DB00142","GLUD1"
"DB04137","GLUD1"
"DB00756","GLUD1"
"DB01907","GLUD1"
"DB03431","GLUD1"
"DB00157","GLUD1"
"DB03247","PNPO"
"DB00114","PNPO"
"DB03345","PNPO"
"DB00862","PDE5A"
"DB00975","PDE5A"
"DB00820","PDE5A"
"DB01972","PDE5A"
"DB08729","PDE5A"
"DB00203","PDE5A"
"DB01113","PDE5A"
"DB00277","PDE5A"
"DB06267","PDE5A"
"DB03597","PDE5A"
"DB07954","PDE5A"
"DB00806","PDE5A"
"DB00235","PDE5A"
"DB04272","PDE5A"
"DB00157","HSD17B7"
"DB00143","GSS"
"DB03431","GSS"
"DB03408","GSS"
"DB04395","GSS"
"DB00145","GSS"
"DB00151","GSS"
"DB00128","ASPA"
"DB03376","EPRS1"
"DB00142","EPRS1"
"DB02684","EPRS1"
"DB00172","EPRS1"
"DB02510","EPRS1"
"DB00144","SCARB1"
"DB00384","SCNN1A"
"DB00594","SCNN1A"
"DB00157","NDUFS3"
"DB00907","SCN11A"
"DB00909","SCN11A"
"DB00157","ALDH3B2"
"DB01708","HSD17B1"
"DB01907","HSD17B1"
"DB01536","HSD17B1"
"DB07352","HSD17B1"
"DB00157","HSD17B1"
"DB01561","HSD17B1"
"DB03461","HSD17B1"
"DB01645","HSD17B1"
"DB03467","HSD17B1"
"DB02187","HSD17B1"
"DB02901","HSD17B1"
"DB00655","HSD17B1"
"DB02323","HSD17B1"
"DB01852","HSD17B1"
"DB01320","SCN5A"
"DB01228","SCN5A"
"DB00280","SCN5A"
"DB00379","SCN5A"
"DB01056","SCN5A"
"DB00754","SCN5A"
"DB00908","SCN5A"
"DB00750","SCN5A"
"DB01346","SCN5A"
"DB00252","SCN5A"
"DB00527","SCN5A"
"DB00909","SCN5A"
"DB01182","SCN5A"
"DB01195","SCN5A"
"DB00680","SCN5A"
"DB00532","SCN5A"
"DB00473","SCN5A"
"DB01429","SCN5A"
"DB01035","SCN5A"
"DB00564","SCN5A"
"DB00868","SCN5A"
"DB01426","SCN5A"
"DB00740","SCN5A"
"DB00281","SCN5A"
"DB00661","SCN5A"
"DB00192","SCN5A"
"DB00776","SCN5A"
"DB00907","SCN5A"
"DB00321","SCN5A"
"DB06834","KARS1"
"DB07159","KARS1"
"DB08361","KARS1"
"DB00123","KARS1"
"DB02375","KARS1"
"DB00619","KARS1"
"DB07352","KARS1"
"DB08399","KARS1"
"DB04739","KARS1"
"DB00290","LIG1"
"DB00171","NAE1"
"DB00644","GNRHR"
"DB06719","GNRHR"
"DB00106","GNRHR"
"DB00007","GNRHR"
"DB06699","GNRHR"
"DB01406","GNRHR"
"DB00666","GNRHR"
"DB00050","GNRHR"
"DB00014","GNRHR"
"DB00149","LARS2"
"DB00398","PDGFRB"
"DB05294","PDGFRB"
"DB04849","PDGFRB"
"DB06589","PDGFRB"
"DB01268","PDGFRB"
"DB05465","PDGFRB"
"DB07664","PDGFRB"
"DB07159","PDGFRB"
"DB06616","PDGFRB"
"DB01254","PDGFRB"
"DB04186","PDGFRB"
"DB00619","PDGFRB"
"DB06999","PDGFRB"
"DB04868","PDGFRB"
"DB02567","PDGFRB"
"DB07138","PDGFRB"
"DB04879","PDGFRB"
"DB01259","PDGFRB"
"DB03044","PDGFRB"
"DB00102","PDGFRB"
"DB08424","PDGFRB"
"DB08846","PDGFRB"
"DB08009","PDGFRB"
"DB08339","PDGFRB"
"DB00210","RARB"
"DB00926","RARB"
"DB00523","RARB"
"DB03466","RARB"
"DB02877","RARB"
"DB00459","RARB"
"DB00307","RARB"
"DB02741","RARB"
"DB00799","RARB"
"DB02258","RARB"
"DB04942","RARB"
"DB01941","RARB"
"DB00731","ABCC8"
"DB01016","ABCC8"
"DB01382","ABCC8"
"DB01120","ABCC8"
"DB01067","ABCC8"
"DB01252","ABCC8"
"DB01124","ABCC8"
"DB00171","ABCC8"
"DB00912","ABCC8"
"DB00222","ABCC8"
"DB00672","ABCC8"
"DB01289","ABCC8"
"DB01251","ABCC8"
"DB00157","GPD1"
"DB00381","KCNK2"
"DB00204","KCNK2"
"DB00302","PLG"
"DB02366","PLG"
"DB03046","PLG"
"DB00086","PLG"
"DB00009","PLG"
"DB06854","PLG"
"DB00031","PLG"
"DB01977","PLG"
"DB00513","PLG"
"DB03865","PLG"
"DB02473","PLG"
"DB06692","PLG"
"DB06856","PLG"
"DB04059","PLG"
"DB03709","PLG"
"DB04107","PLG"
"DB03159","PLG"
"DB07076","PLG"
"DB00029","PLG"
"DB00013","PLG"
"DB03082","PLG"
"DB02744","PLG"
"DB02354","PLG"
"DB06855","PLG"
"DB00015","PLG"
"DB00157","NDUFA6"
"DB07341","ABO"
"DB04678","ABO"
"DB03772","ABO"
"DB04141","ABO"
"DB03435","ABO"
"DB07357","ABO"
"DB02196","ABO"
"DB04680","ABO"
"DB04679","ABO"
"DB03501","ABO"
"DB07633","ABO"
"DB07378","ABO"
"DB04681","ABO"
"DB04689","PPARG"
"DB07842","PPARG"
"DB01252","PPARG"
"DB01067","PPARG"
"DB01014","PPARG"
"DB01393","PPARG"
"DB07509","PPARG"
"DB07723","PPARG"
"DB04270","PPARG"
"DB06908","PPARG"
"DB00966","PPARG"
"DB07208","PPARG"
"DB07209","PPARG"
"DB00795","PPARG"
"DB08483","PPARG"
"DB00132","PPARG"
"DB00412","PPARG"
"DB07675","PPARG"
"DB02709","PPARG"
"DB07172","PPARG"
"DB01941","PPARG"
"DB00731","PPARG"
"DB07070","PPARG"
"DB00328","PPARG"
"DB01039","PPARG"
"DB05416","PPARG"
"DB07111","PPARG"
"DB07053","PPARG"
"DB08402","PPARG"
"DB08078","PPARG"
"DB00912","PPARG"
"DB08435","PPARG"
"DB07691","PPARG"
"DB08302","PPARG"
"DB01132","PPARG"
"DB08121","PPARG"
"DB07215","PPARG"
"DB07863","PPARG"
"DB00197","PPARG"
"DB00244","PPARG"
"DB00159","PPARG"
"DB08915","PPARG"
"DB07724","PPARG"
"DB06926","PPARG"
"DB08560","PPARG"
"DB08760","PPARG"
"DB01024","PPARG"
"DB07605","F10"
"DB07800","F10"
"DB07277","F10"
"DB08173","F10"
"DB08477","F10"
"DB08174","F10"
"DB07278","F10"
"DB07261","F10"
"DB07973","F10"
"DB02269","F10"
"DB07848","F10"
"DB01767","F10"
"DB06228","F10"
"DB02463","F10"
"DB07629","F10"
"DB08745","F10"
"DB02287","F10"
"DB07974","F10"
"DB08746","F10"
"DB04215","F10"
"DB06920","F10"
"DB08495","F10"
"DB04590","F10"
"DB07844","F10"
"DB07804","F10"
"DB07229","F10"
"DB02354","F10"
"DB04563","F10"
"DB03173","F10"
"DB01836","F10"
"DB07843","F10"
"DB08143","F10"
"DB07847","F10"
"DB08487","F10"
"DB08232","F10"
"DB07872","F10"
"DB06605","F10"
"DB07875","F10"
"DB06854","F10"
"DB04107","F10"
"DB04673","F10"
"DB00036","F10"
"DB07211","F10"
"DB07630","F10"
"DB08426","F10"
"DB01225","F10"
"DB03847","F10"
"DB08488","F10"
"DB00170","F10"
"DB00100","F10"
"DB00025","F10"
"DB06856","F10"
"DB00569","F10"
"DB01109","F10"
"DB03159","F10"
"DB00181","GABBR1"
"DB01080","GABBR1"
"DB00837","GABBR1"
"DB02530","GABBR1"
"DB00228","ATP2C1"
"DB01189","ATP2C1"
"DB01028","ATP2C1"
"DB01373","ATP2C1"
"DB00753","ATP2C1"
"DB01236","ATP2C1"
"DB01159","ATP2C1"
"DB00128","ASNS"
"DB00142","ASNS"
"DB00171","ASNS"
"DB00174","ASNS"
"DB01087","NQO2"
"DB00457","NQO2"
"DB00619","NQO2"
"DB02709","NQO2"
"DB01065","NQO2"
"DB00157","NQO2"
"DB08228","NQO2"
"DB03147","NQO2"
"DB07339","NQO2"
"DB00608","NQO2"
"DB08744","NQO2"
"DB04253","NQO2"
"DB03541","NQO2"
"DB08190","NQO2"
"DB00170","NQO2"
"DB08626","ACE"
"DB00519","ACE"
"DB00790","ACE"
"DB01348","ACE"
"DB00722","ACE"
"DB00584","ACE"
"DB00492","ACE"
"DB02032","ACE"
"DB00542","ACE"
"DB00881","ACE"
"DB00178","ACE"
"DB00691","ACE"
"DB01180","ACE"
"DB00616","ACE"
"DB01340","ACE"
"DB03740","ACE"
"DB01197","ACE"
"DB00161","VARS1"
"DB00157","NDUFA1"
"DB00157","PYCR1"
"DB00172","PYCR1"
"DB04105","ADH1A"
"DB00157","ADH1A"
"DB01213","ADH1A"
"DB01907","ADH1A"
"DB03559","ADH1A"
"DB00898","ADH1A"
"DB02721","ADH1A"
"DB04065","ADH1A"
"DB04537","WARS1"
"DB00150","WARS1"
"DB01831","WARS1"
"DB00606","FXYD2"
"DB03978","YARS1"
"DB07205","YARS1"
"DB01766","YARS1"
"DB08371","YARS1"
"DB00135","YARS1"
"DB08617","YARS1"
"DB00157","ALDH6A1"
"DB01094","MTTP"
"DB00156","TARS1"
"DB00200","TCN1"
"DB00756","SERPINE1"
"DB00197","SERPINE1"
"DB00009","SERPINE1"
"DB00013","SERPINE1"
"DB00031","SERPINE1"
"DB00029","SERPINE1"
"DB00055","SERPINE1"
"DB00015","SERPINE1"
"DB08660","SERPINE1"
"DB00824","ADORA2B"
"DB04954","ADORA2B"
"DB01223","ADORA2B"
"DB08770","ADORA2B"
"DB00806","ADORA2B"
"DB00277","ADORA2B"
"DB05360","ADORA2B"
"DB00640","ADORA2B"
"DB06213","ADORA2B"
"DB04932","ADORA2B"
"DB05511","ADORA2B"
"DB00648","FDX1"
"DB00157","NDUFB5"
"DB00157","ALDH4A1"
"DB00157","NDUFB10"
"DB01367","BCL2"
"DB01248","BCL2"
"DB01229","BCL2"
"DB01591","CHRM5"
"DB00934","CHRM5"
"DB00725","CHRM5"
"DB00777","CHRM5"
"DB01403","CHRM5"
"DB00622","CHRM5"
"DB09000","CHRM5"
"DB00767","CHRM5"
"DB01173","CHRM5"
"DB00670","CHRM5"
"DB01151","CHRM5"
"DB01224","CHRM5"
"DB00835","CHRM5"
"DB00408","CHRM5"
"DB00496","CHRM5"
"DB00715","CHRM5"
"DB03128","CHRM5"
"DB00810","CHRM5"
"DB01069","CHRM5"
"DB01239","CHRM5"
"DB00387","CHRM5"
"DB06702","CHRM5"
"DB00933","CHRM5"
"DB01036","CHRM5"
"DB01062","CHRM5"
"DB00785","CHRM5"
"DB00747","CHRM5"
"DB00434","CHRM5"
"DB00458","CHRM5"
"DB01454","CHRM5"
"DB00246","CHRM5"
"DB01071","CHRM5"
"DB00321","CHRM5"
"DB01238","CHRM5"
"DB01142","CHRM5"
"DB00540","CHRM5"
"DB00420","CHRM5"
"DB01075","CHRM5"
"DB06731","CHRM5"
"DB08897","CHRM5"
"DB00340","CHRM5"
"DB00986","CHRM5"
"DB00334","CHRM5"
"DB00572","CHRM5"
"DB00376","CHRM5"
"DB00472","CHRM5"
"DB04365","CHRM5"
"DB00411","CHRM5"
"DB00363","CHRM5"
"DB00233","ALOX5"
"DB01852","ALOX5"
"DB04216","ALOX5"
"DB01014","ALOX5"
"DB00179","ALOX5"
"DB00244","ALOX5"
"DB00939","ALOX5"
"DB08100","ALOX5"
"DB04725","ALOX5"
"DB00711","ALOX5"
"DB03014","ALOX5"
"DB00163","ALOX5"
"DB00744","ALOX5"
"DB00328","ALOX5"
"DB01243","ALOX5"
"DB01892","ALOX5"
"DB01097","ALOX5"
"DB00586","ALOX5"
"DB00471","ALOX5"
"DB03444","ALOX5"
"DB00795","ALOX5"
"DB01017","ALOX5"
"DB03551","PNP"
"DB02796","PNP"
"DB03411","PNP"
"DB03101","PNP"
"DB04753","PNP"
"DB03881","PNP"
"DB04260","PNP"
"DB04095","PNP"
"DB02222","PNP"
"DB02230","PNP"
"DB04754","PNP"
"DB03609","PNP"
"DB04076","PNP"
"DB00900","PNP"
"DB02857","PNP"
"DB02985","PNP"
"DB04757","PNP"
"DB02391","PNP"
"DB02377","PNP"
"DB00242","PNP"
"DB02568","PNP"
"DB01667","PNP"
"DB03694","TYR"
"DB00600","TYR"
"DB03056","TYR"
"DB00157","TYR"
"DB00548","TYR"
"DB01759","TYR"
"DB01055","TYR"
"DB00142","ABAT"
"DB00313","ABAT"
"DB00119","ABAT"
"DB01699","ABAT"
"DB00780","ABAT"
"DB01080","ABAT"
"DB00114","ABAT"
"DB04235","ABAT"
"DB00160","ABAT"
"DB00331","PRKAB1"
"DB00131","PRKAB1"
"DB08597","PRKAB1"
"DB00162","RBP3"
"DB03796","SEC14L2"
"DB00163","SEC14L2"
"DB02696","B4GALT1"
"DB03814","B4GALT1"
"DB00141","B4GALT1"
"DB03013","B4GALT1"
"DB03685","B4GALT1"
"DB03501","B4GALT1"
"DB00157","HADHA"
"DB00171","NT5C2"
"DB00811","NT5C2"
"DB00316","PTGS2"
"DB00605","PTGS2"
"DB00469","PTGS2"
"DB01399","PTGS2"
"DB00712","PTGS2"
"DB06802","PTGS2"
"DB04743","PTGS2"
"DB00480","PTGS2"
"DB02266","PTGS2"
"DB00154","PTGS2"
"DB00861","PTGS2"
"DB01401","PTGS2"
"DB04552","PTGS2"
"DB00500","PTGS2"
"DB00533","PTGS2"
"DB00554","PTGS2"
"DB00586","PTGS2"
"DB01234","PTGS2"
"DB00233","PTGS2"
"DB00461","PTGS2"
"DB00482","PTGS2"
"DB00749","PTGS2"
"DB01600","PTGS2"
"DB00945","PTGS2"
"DB05095","PTGS2"
"DB06725","PTGS2"
"DB00159","PTGS2"
"DB00328","PTGS2"
"DB01041","PTGS2"
"DB00936","PTGS2"
"DB00870","PTGS2"
"DB00795","PTGS2"
"DB00788","PTGS2"
"DB01628","PTGS2"
"DB02709","PTGS2"
"DB01404","PTGS2"
"DB03866","PTGS2"
"DB01283","PTGS2"
"DB00814","PTGS2"
"DB08298","PTGS2"
"DB00580","PTGS2"
"DB01435","PTGS2"
"DB00939","PTGS2"
"DB03477","PTGS2"
"DB00573","PTGS2"
"DB03014","PTGS2"
"DB00963","PTGS2"
"DB00244","PTGS2"
"DB01398","PTGS2"
"DB01050","PTGS2"
"DB00784","PTGS2"
"DB07352","PTGS2"
"DB00991","PTGS2"
"DB00465","PTGS2"
"DB00821","PTGS2"
"DB01397","PTGS2"
"DB01009","PTGS2"
"DB00677","PTGS2"
"DB01419","PTGS2"
"DB01294","PTGS2"
"DB04828","PTGS2"
"DB01014","PTGS2"
"DB04725","PTGS2"
"DB00812","PTGS2"
"DB03100","NOS3"
"DB03707","NOS3"
"DB03305","NOS3"
"DB03332","NOS3"
"DB01686","NOS3"
"DB00360","NOS3"
"DB03974","NOS3"
"DB07389","NOS3"
"DB07244","NOS3"
"DB08018","NOS3"
"DB02207","NOS3"
"DB02141","NOS3"
"DB03144","NOS3"
"DB08019","NOS3"
"DB07388","NOS3"
"DB01997","NOS3"
"DB04223","NOS3"
"DB03963","NOS3"
"DB02048","NOS3"
"DB02539","NOS3"
"DB02994","NOS3"
"DB01821","NOS3"
"DB02335","NOS3"
"DB02692","NOS3"
"DB00125","NOS3"
"DB04559","NOS3"
"DB07003","NOS3"
"DB02589","NOS3"
"DB02911","NOS3"
"DB04018","NOS3"
"DB01833","NOS3"
"DB00155","NOS3"
"DB04534","NOS3"
"DB03014","NOS3"
"DB07001","NOS3"
"DB03065","NOS3"
"DB02979","NOS3"
"DB02027","NOS3"
"DB01110","NOS3"
"DB02234","NOS3"
"DB02044","NOS3"
"DB02077","NOS3"
"DB03910","NOS3"
"DB03918","NOS3"
"DB07159","ACVR1"
"DB04849","ACVR1"
"DB02567","ACVR1"
"DB00171","ACVR1"
"DB08865","ACVR1"
"DB08597","ACVR1"
"DB08626","MME"
"DB04310","MME"
"DB08575","MME"
"DB07290","MME"
"DB08040","MME"
"DB00616","MME"
"DB02062","MME"
"DB02557","MME"
"DB02558","MME"
"DB02597","MME"
"DB08157","CA1"
"DB04066","CA1"
"DB08155","CA1"
"DB02795","CA1"
"DB04214","CA1"
"DB07767","CA1"
"DB01031","CA1"
"DB08156","CA1"
"DB02054","CA1"
"DB01397","CA1"
"DB02362","CA1"
"DB07776","CA1"
"DB01325","CA1"
"DB01795","CA1"
"DB04868","CA1"
"DB08765","CA1"
"DB00436","CA1"
"DB02709","CA1"
"DB00841","CA1"
"DB00259","CA1"
"DB06795","CA1"
"DB06218","CA1"
"DB01194","CA1"
"DB04500","CA1"
"DB00232","CA1"
"DB01021","CA1"
"DB00999","CA1"
"DB00861","CA1"
"DB02639","CA1"
"DB03566","CA1"
"DB02839","CA1"
"DB00619","CA1"
"DB04216","CA1"
"DB02459","CA1"
"DB03946","CA1"
"DB00887","CA1"
"DB00909","CA1"
"DB01119","CA1"
"DB03728","CA1"
"DB08168","CA1"
"DB08165","CA1"
"DB06891","CA1"
"DB00381","CA1"
"DB08782","CA1"
"DB01880","CA1"
"DB00391","CA1"
"DB00273","CA1"
"DB00562","CA1"
"DB01398","CA1"
"DB04745","CA1"
"DB00606","CA1"
"DB08846","CA1"
"DB01650","CA1"
"DB04242","CA1"
"DB02292","CA1"
"DB00423","CA1"
"DB00880","CA1"
"DB00819","CA1"
"DB00311","CA1"
"DB08748","CA1"
"DB01144","CA1"
"DB00869","CA1"
"DB00703","CA1"
"DB08083","CA1"
"DB00774","CA1"
"DB06954","CA1"
"DB07050","CA1"
"DB00157","MTHFD2"
"DB00116","MTHFD2"
"DB00171","ADCY1"
"DB02587","ADCY1"
"DB00131","ADCY1"
"DB03395","REN"
"DB03968","REN"
"DB03736","REN"
"DB07113","REN"
"DB00212","REN"
"DB02803","REN"
"DB07244","REN"
"DB03024","REN"
"DB07059","REN"
"DB04379","REN"
"DB07174","REN"
"DB08099","REN"
"DB06967","REN"
"DB01844","REN"
"DB02296","REN"
"DB01258","REN"
"DB01197","REN"
"DB06899","REN"
"DB04387","REN"
"DB02142","KYAT1"
"DB04083","KYAT1"
"DB00114","KYAT1"
"DB02556","KYAT1"
"DB07950","KYAT1"
"DB00075","CD3E"
"DB00165","PDXP"
"DB00114","PDXP"
"DB02944","SERPINC1"
"DB04464","SERPINC1"
"DB08813","SERPINC1"
"DB06271","SERPINC1"
"DB01225","SERPINC1"
"DB01109","SERPINC1"
"DB06779","SERPINC1"
"DB00569","SERPINC1"
"DB06822","SERPINC1"
"DB00407","SERPINC1"
"DB00811","PBRM1"
"DB00157","NDUFB3"
"DB00129","ARG1"
"DB04648","ARG1"
"DB02381","ARG1"
"DB03731","ARG1"
"DB04197","ARG1"
"DB03144","ARG1"
"DB03904","ARG1"
"DB04585","ARG1"
"DB04530","ARG1"
"DB02499","ARG1"
"DB02689","ARG1"
"DB01983","ARG1"
"DB01907","ALDH9A1"
"DB00157","ALDH9A1"
"DB00420","ADRA2A"
"DB00714","ADRA2A"
"DB00831","ADRA2A"
"DB00697","ADRA2A"
"DB06288","ADRA2A"
"DB07919","ADRA2A"
"DB00433","ADRA2A"
"DB01151","ADRA2A"
"DB00925","ADRA2A"
"DB00589","ADRA2A"
"DB00797","ADRA2A"
"DB00696","ADRA2A"
"DB00715","ADRA2A"
"DB00865","ADRA2A"
"DB01618","ADRA2A"
"DB00458","ADRA2A"
"DB01242","ADRA2A"
"DB01149","ADRA2A"
"DB00964","ADRA2A"
"DB00268","ADRA2A"
"DB00852","ADRA2A"
"DB00629","ADRA2A"
"DB00476","ADRA2A"
