"drug","gene"
"DB08183","DMPK"
"DB06616","DMPK"
"DB08276","MYH14"
"DB07468","MYH14"
"DB01944","MYH14"
"DB07469","MYH14"
"DB02212","MYH14"
"DB07470","MYH14"
"DB04444","MYH14"
"DB03431","MYH14"
"DB03126","MYH14"
"DB04233","CLPS"
"DB08222","CLPS"
"DB08515","PSMA1"
"DB07475","PSMA1"
"DB07475","PSMA2"
"DB08515","PSMA2"
"DB08515","PSMA3"
"DB07475","PSMA3"
"DB08515","PSMA4"
"DB07475","PSMA4"
"DB07475","PSMA5"
"DB08515","PSMA5"
"DB07475","PSMA6"
"DB08515","PSMA6"
"DB07475","PSMA7"
"DB08515","PSMA7"
"DB07558","PSMA7"
"DB08515","PSMB3"
"DB07475","PSMB3"
"DB08515","PSMB4"
"DB07475","PSMB4"
"DB08515","PSMB6"
"DB07475","PSMB6"
"DB08515","PSMB7"
"DB07475","PSMB7"
"DB04493","PFKFB4"
"DB04395","PFKFB4"
"DB04315","GNAT1"
"DB02994","GNAT1"
"DB04444","GNAT1"
"DB04077","PAEP"
"DB03796","PAEP"
"DB02405","PAEP"
"DB08568","CSNK1G3"
"DB07664","CSNK1G3"
"DB07489","CSNK1G3"
"DB07488","CSNK1G3"
"DB04751","CSNK1G3"
"DB07506","SCPEP1"
"DB02140","CTSH"
"DB07592","CTSH"
"DB03120","CTSH"
"DB04126","CTSH"
"DB08526","CTSH"
"DB04147","PCDH8"
"DB04233","PCDH8"
"DB08877","CSNK2A2"
"DB07546","CSNK2A2"
"DB07159","CSNK2A2"
"DB01268","CSNK2A2"
"DB04719","CSNK2A2"
"DB08568","CSNK2A2"
"DB02659","COX4I1"
"DB04464","COX4I1"
"DB04464","COX5A"
"DB02659","COX5A"
"DB04464","COX6C"
"DB02659","COX6C"
"DB04464","COX7B"
"DB02659","COX7B"
"DB02659","COX7C"
"DB04464","COX7C"
"DB04464","COX8A"
"DB02659","COX8A"
"DB04464","COX6A2"
"DB02659","COX6A2"
"DB02659","COX6B1"
"DB04464","COX6B1"
"DB02659","COX7A1"
"DB04464","COX7A1"
"DB04216","PLA2G1B"
"DB02944","PLA2G1B"
"DB02795","PLA2G1B"
"DB02504","PLA2G1B"
"DB02448","PLA2G1B"
"DB04552","PLA2G1B"
"DB03587","PLA2G1B"
"DB03565","PLA2G1B"
"DB02659","PLA2G1B"
"DB07836","PLA2G1B"
"DB03633","PLA2G1B"
"DB02210","PLA2G1B"
"DB07657","PLA2G1B"
"DB01234","PLA2G1B"
"DB02938","PLA2G1B"
"DB04163","DHFR2"
"DB01929","DHFR2"
"DB02001","DHFR2"
"DB02402","DHFR2"
"DB01958","DHFR2"
"DB08203","DHFR2"
"DB04306","DHFR2"
"DB07862","DHFR2"
"DB07574","STMN4"
"DB01206","STMN4"
"DB08916","DYRK1A"
"DB03496","DYRK1A"
"DB08094","DYRK1A"
"DB08142","DYRK1A"
"DB08877","DYRK1A"
"DB07608","DYRK1A"
"DB05424","DYRK1A"
"DB08568","DYRK1A"
"DB07159","DYRK1A"
"DB07126","DYRK1A"
"DB01765","DYRK1A"
"DB04719","DYRK1A"
"DB08584","DYRK1A"
"DB08691","DYRK1A"
"DB07919","DYRK1A"
"DB07608","CRB2"
"DB08231","HNF4A"
"DB02767","LY96"
"DB08231","LY96"
"DB02613","PNLIPRP2"
"DB05424","SLK"
"DB00398","SLK"
"DB08865","SLK"
"DB06589","SLK"
"DB07159","SLK"
"DB01782","SLK"
"DB08916","SLK"
"DB05294","SLK"
"DB06999","SLK"
"DB06616","SLK"
"DB03044","SLK"
"DB08094","SLK"
"DB07853","SLK"
"DB00317","SLK"
"DB05465","SLK"
"DB01259","SLK"
"DB07664","SLK"
"DB08142","SLK"
"DB02567","SLK"
"DB01268","SLK"
"DB04849","SLK"
"DB00530","SLK"
"DB08568","CAMK4"
"DB07664","CAMK4"
"DB07676","CAMK4"
"DB07664","CLK3"
"DB05465","CLK3"
"DB08691","CLK3"
"DB08094","CLK3"
"DB07159","CLK3"
"DB06616","CLK3"
"DB08568","CLK3"
"DB08142","CLK3"
"DB03496","CLK3"
"DB01785","IDI1"
"DB08058","PARP3"
"DB08348","PARP3"
"DB07677","PARP3"
"DB07690","EFL1"
"DB04315","EFL1"
"DB02750","EFL1"
"DB07702","NCOA5"
"DB07728","MAPKAPK3"
"DB08358","MAPKAPK3"
"DB07752","GNGT1"
"DB07752","GNB1"
"DB07752","PDC"
"DB07771","KRAS"
"DB07780","KRAS"
"DB07752","KRAS"
"DB07780","RABGGTA"
"DB07752","RABGGTA"
"DB04464","RABGGTA"
"DB07841","RABGGTA"
"DB07841","RABGGTB"
"DB07752","RABGGTB"
"DB04464","RABGGTB"
"DB07780","RABGGTB"
"DB07752","CHM"
"DB08183","CAMK2A"
"DB07235","CAMK2A"
"DB01268","CAMK2A"
"DB08094","CAMK2A"
"DB08568","CAMK2A"
"DB04119","CAMK2A"
"DB07159","CAMK2A"
"DB03496","CAMK2A"
"DB06616","CAMK2A"
"DB08877","CAMK2A"
"DB04447","CAMK2A"
"DB07766","CAMK2A"
"DB01782","CDK16"
"DB08094","CDK16"
"DB07766","CDK16"
"DB05465","CDK16"
"DB08568","CDK16"
"DB03496","CDK16"
"DB08142","CDK16"
"DB01268","CDK16"
"DB06616","CDK16"
"DB04464","HLA-B"
"DB04464","S100G"
"DB04464","SPG16"
"DB04695","MVK"
"DB07821","PAFAH1B3"
"DB02255","ACAN"
"DB04719","SGK1"
"DB07837","SGK1"
"DB08191","SGK1"
"DB03247","SGK1"
"DB08865","STK26"
"DB07853","STK26"
"DB08877","STK26"
"DB06616","STK26"
"DB04849","STK26"
"DB02567","STK26"
"DB08430","LCTL"
"DB02379","LCTL"
"DB02185","LCTL"
"DB02471","LCTL"
"DB03430","LCTL"
"DB02494","PDP1"
"DB07903","METAP1"
"DB01422","METAP1"
"DB04324","METAP1"
"DB00730","METAP1"
"DB07902","METAP1"
"DB07901","METAP1"
"DB07930","ACOX1"
"DB03147","ACOX1"
"DB07970","EPHA7"
"DB07159","EPHA7"
"DB03044","EPHA7"
"DB01268","EPHA7"
"DB08865","EPHA7"
"DB04849","EPHA7"
"DB00398","EPHA7"
"DB05424","EPHA7"
"DB05294","EPHA7"
"DB03531","DAO"
"DB07979","DAO"
"DB03147","DAO"
"DB01759","DAO"
"DB04166","DAO"
"DB02988","DAO"
"DB03793","DAO"
"DB03225","DAO"
"DB02838","DAO"
"DB00530","TYK2"
"DB01268","TYK2"
"DB02567","TYK2"
"DB08865","TYK2"
"DB01254","TYK2"
"DB03496","TYK2"
"DB04716","TYK2"
"DB08067","TYK2"
"DB08877","TYK2"
"DB08183","TYK2"
"DB06616","TYK2"
"DB00619","TYK2"
"DB06589","TYK2"
"DB07159","TYK2"
"DB08009","CAMK1G"
"DB08877","CAMK1G"
"DB01268","CAMK1G"
"DB07159","CAMK1G"
"DB01782","CAMK1G"
"DB08080","MRTFA"
"DB08080","SPIRE2"
"DB08081","TRAM1"
"DB02621","GSN"
"DB04147","DSTN"
"DB04147","NFE2L1"
"DB03796","PMP2"
"DB04224","PMP2"
"DB04147","PMP2"
"DB01915","PMP2"
"DB04147","CFL1"
"DB04147","TRA-TGC7-1"
"DB05294","ROCK2"
"DB08865","ROCK2"
"DB04707","ROCK2"
"DB07876","ROCK2"
"DB08094","ROCK2"
"DB08183","ROCK2"
"DB03496","ROCK2"
"DB08162","ROCK2"
"DB08877","ROCK2"
"DB06616","ROCK2"
"DB07995","ROCK2"
"DB07159","ROCK2"
"DB08756","ROCK2"
"DB07126","ROCK2"
"DB01907","DHRS4L2"
"DB04200","DHRS4L2"
"DB08217","CEACAM5"
"DB08231","ECI2"
"DB08231","RCVRN"
"DB08231","PPP3CA"
"DB01864","ARF6"
"DB04315","ARF6"
"DB08231","ARF6"
"DB08231","GUCA1A"
"DB03203","PVR"
"DB08231","PVR"
"DB08236","ARPC1B"
"DB08235","ARPC1B"
"DB08236","ACTR2"
"DB08235","ACTR2"
"DB08235","ACTR3"
"DB08236","ACTR3"
"DB08235","ARPC2"
"DB08236","ARPC2"
"DB08236","ARPC3"
"DB08235","ARPC3"
"DB08235","ARPC4"
"DB08236","ARPC4"
"DB08235","ARPC5"
"DB08236","ARPC5"
"DB07234","CSNK1G1"
"DB08568","CSNK1G1"
"DB03496","CSNK1G1"
"DB01782","CSNK1G1"
"DB08325","CSNK1G1"
"DB08067","MERTK"
"DB08865","MERTK"
"DB07159","MERTK"
"DB08325","MERTK"
"DB06616","MERTK"
"DB00530","MERTK"
"DB05465","MERTK"
"DB04849","MERTK"
"DB04751","RPS6KA1"
"DB08597","RPS6KA1"
"DB08877","RPS6KA1"
"DB03496","RPS6KA1"
"DB07159","RPS6KA1"
"DB08183","RPS6KA1"
"DB01268","RPS6KA1"
"DB07234","RPS6KA1"
"DB08342","TRAPPC6A"
"DB08342","TRAPPC6B"
"DB08342","TRAPPC5"
"DB08342","TRAPPC4"
"DB08342","TRAPPC1"
"DB08342","TRAPPC2"
"DB03223","EEF2"
"DB08348","EEF2"
"DB02059","EEF2"
"DB04315","EEF2"
"DB08348","PARP15"
"DB08356","PDK4"
"DB08378","MYL6B"
"DB08378","MYL12A"
"DB08378","MYH7"
"DB02580","PFN2"
"DB02078","PFN2"
"DB02078","TKTL1"
"DB08413","ALPP"
"DB06589","LYN"
"DB06999","LYN"
"DB04849","LYN"
"DB07159","LYN"
"DB05424","LYN"
"DB00619","LYN"
"DB01268","LYN"
"DB02567","LYN"
"DB06616","LYN"
"DB07274","LYN"
"DB04868","LYN"
"DB03044","LYN"
"DB03023","LYN"
"DB05294","LYN"
"DB08039","LYN"
"DB08865","LYN"
"DB04395","SRPK2"
"DB03431","SRPK2"
"DB08568","SRPK2"
"DB02733","SRPK2"
"DB00173","SRPK2"
"DB01782","CAMK1D"
"DB08454","CAMK1D"
"DB07159","CAMK1D"
"DB08183","CAMK1D"
"DB08877","CAMK1D"
"DB08568","CAMK1D"
"DB06616","CAMK1D"
"DB01268","CAMK1D"
"DB04216","HIBCH"
"DB07159","STK17B"
"DB03496","STK17B"
"DB04216","STK17B"
"DB00317","STK17B"
"DB01268","STK17B"
"DB05424","STK17B"
"DB00530","STK17B"
"DB08877","STK17B"
"DB08568","STK17B"
"DB03758","PDK3"
"DB03760","PDK3"
"DB04472","LGALS9"
"DB02471","LCT"
"DB02944","LCT"
"DB04564","LCT"
"DB00126","LCT"
"DB04779","LCT"
"DB08558","LCT"
"DB04282","LCT"
"DB04659","LCT"
"DB02376","LCT"
"DB03389","LCT"
"DB08590","IRAK4"
"DB08568","IRAK4"
"DB03496","IRAK4"
"DB05294","IRAK4"
"DB08026","IRAK4"
"DB08023","IRAK4"
"DB01268","IRAK4"
"DB07159","IRAK4"
"DB06616","IRAK4"
"DB00317","IRAK4"
"DB08865","IRAK4"
"DB05424","IRAK4"
"DB08610","PDK2"
"DB08608","PDK2"
"DB03431","PDK2"
"DB08609","PDK2"
"DB02944","CES1P1"
"DB08612","CES1P1"
"DB00831","S100A4"
"DB03461","AKR1A1"
"DB07450","AKR1A1"
"DB02383","AKR1A1"
"DB08772","AKR1A1"
"DB02132","AKR1A1"
"DB01907","AKR1A1"
"DB02712","AKR1A1"
"DB08772","AKR1B10"
"DB03461","AKR1B10"
"DB07450","AKR1B10"
"DB02383","AKR1B10"
"DB02712","AKR1B10"
"DB03380","BPHL"
"DB03374","IYD"
"DB08696","MED1"
"DB03496","CAMK2G"
"DB01268","CAMK2G"
"DB08699","CAMK2G"
"DB08094","CAMK2G"
"DB08877","CAMK2G"
"DB07159","CAMK2G"
"DB08568","CAMK2G"
"DB06616","CAMK2G"
"DB08036","MAP3K9"
"DB07159","MAP3K9"
"DB02567","MAP3K9"
"DB08703","MAP3K9"
"DB06616","MAP3K9"
"DB01110","KCNMB1"
"DB01110","KCNMB3"
"DB01110","KCNMB4"
"DB01110","KCNN1"
"DB01110","KCNN2"
"DB04209","KCNN3"
"DB01110","KCNN3"
"DB00171","P2RX1"
"DB00114","P2RX1"
"DB01880","CA6"
"DB00127","CA6"
"DB00999","CA6"
"DB04665","CA6"
"DB04242","CA6"
"DB00524","CA6"
"DB06891","CA6"
"DB00909","CA6"
"DB04745","CA6"
"DB00619","CA6"
"DB03854","CA6"
"DB07767","CA6"
"DB04868","CA6"
"DB00841","CA6"
"DB08083","CA6"
"DB00887","CA6"
"DB06954","CA6"
"DB00869","CA6"
"DB06218","CA6"
"DB00808","CA6"
"DB01144","CA6"
"DB02292","CA6"
"DB04532","CA6"
"DB08846","CA6"
"DB02709","CA6"
"DB08301","CA6"
"DB03566","CA6"
"DB04763","CA6"
"DB01021","CA6"
"DB01795","CA6"
"DB00774","CA6"
"DB04066","CA6"
"DB02731","CA6"
"DB03260","CA6"
"DB04216","CA6"
"DB00819","CA6"
"DB00311","CA6"
"DB00127","CASP2"
"DB00131","P2RY1"
"DB00171","P2RY1"
"DB03851","FABP3"
"DB00132","FABP3"
"DB06689","FABP3"
"DB07283","FABP3"
"DB03796","FABP3"
"DB04224","FABP3"
"DB00132","FFAR4"
"DB00154","OXER1"
"DB00159","OXER1"
"DB05076","RBP4"
"DB06985","RBP4"
"DB00162","RBP4"
"DB00170","IDO1"
"DB00850","AOX1"
"DB00477","AOX1"
"DB00481","AOX1"
"DB00783","AOX1"
"DB01103","AOX1"
"DB01645","AOX1"
"DB00170","AOX1"
"DB00276","AOX1"
"DB00977","AOX1"
"DB00171","P2RY4"
"DB00171","P2RX3"
"DB00171","GPR17"
"DB00171","P2RY11"
"DB00715","P2RX4"
"DB00171","P2RX4"
"DB06216","SLC6A4"
"DB01224","SLC6A4"
"DB04896","SLC6A4"
"DB01069","SLC6A4"
"DB00289","SLC6A4"
"DB00579","SLC6A4"
"DB01392","SLC6A4"
"DB01238","SLC6A4"
"DB00540","SLC6A4"
"DB00715","SLC6A4"
"DB01446","SLC6A4"
"DB01151","SLC6A4"
"DB00422","SLC6A4"
"DB00285","SLC6A4"
"DB01509","SLC6A4"
"DB04842","SLC6A4"
"DB00344","SLC6A4"
"DB01267","SLC6A4"
"DB00182","SLC6A4"
"DB01156","SLC6A4"
"DB00234","SLC6A4"
"DB00321","SLC6A4"
"DB00726","SLC6A4"
"DB01242","SLC6A4"
"DB00472","SLC6A4"
"DB08918","SLC6A4"
"DB01445","SLC6A4"
"DB08567","SLC6A4"
"DB00502","SLC6A4"
"DB00215","SLC6A4"
"DB00476","SLC6A4"
"DB00477","SLC6A4"
"DB08544","SLC6A4"
"DB04832","SLC6A4"
"DB01454","SLC6A4"
"DB01142","SLC6A4"
"DB06700","SLC6A4"
"DB06684","SLC6A4"
"DB00734","SLC6A4"
"DB00934","SLC6A4"
"DB06731","SLC6A4"
"DB00543","SLC6A4"
"DB00246","SLC6A4"
"DB00656","SLC6A4"
"DB06144","SLC6A4"
"DB00907","SLC6A4"
"DB00458","SLC6A4"
"DB01175","SLC6A4"
"DB06148","SLC6A4"
"DB00363","SLC6A4"
"DB00193","SLC6A4"
"DB08953","SLC6A4"
"DB00176","SLC6A4"
"DB01149","SLC6A4"
"DB04821","SLC6A4"
"DB01576","SLC6A4"
"DB00434","SLC6A4"
"DB00579","SLC6A3"
"DB00422","SLC6A3"
"DB00715","SLC6A3"
"DB00907","SLC6A3"
"DB00726","SLC6A3"
"DB00934","SLC6A3"
"DB01454","SLC6A3"
"DB04946","SLC6A3"
"DB00472","SLC6A3"
"DB00780","SLC6A3"
"DB06701","SLC6A3"
"DB01509","SLC6A3"
"DB01156","SLC6A3"
"DB08567","SLC6A3"
"DB08918","SLC6A3"
"DB00988","SLC6A3"
"DB08544","SLC6A3"
"DB00476","SLC6A3"
"DB00543","SLC6A3"
"DB00656","SLC6A3"
"DB00182","SLC6A3"
"DB01149","SLC6A3"
"DB01151","SLC6A3"
"DB00540","SLC6A3"
"DB01576","SLC6A3"
"DB01242","SLC6A3"
"DB06148","SLC6A3"
"DB00458","SLC6A3"
"DB01446","SLC6A3"
"DB04821","SLC6A3"
"DB06731","SLC6A3"
"DB00176","SLC6A3"
"DB01238","SLC6A3"
"DB00289","SLC6A3"
"DB00344","SLC6A3"
"DB00321","SLC6A3"
"DB00285","SLC6A3"
"DB01217","CYP19A1"
"DB04216","CYP19A1"
"DB00357","CYP19A1"
"DB01110","CYP19A1"
"DB07453","CYP19A1"
"DB01006","CYP19A1"
"DB07352","CYP19A1"
"DB08905","CYP19A1"
"DB01536","CYP19A1"
"DB00257","CYP19A1"
"DB00179","CYP19A1"
"DB03601","CYP19A1"
"DB07373","CYP19A1"
"DB08744","CYP19A1"
"DB02375","CYP19A1"
"DB00624","CYP19A1"
"DB08228","CYP19A1"
"DB04581","CYP19A1"
"DB07776","CYP19A1"
"DB03467","CYP19A1"
"DB01243","ALOX12"
"DB04216","ALOX12"
"DB00179","ALOX12"
"DB07795","ALOX12"
"DB07621","CYP2A6"
"DB00553","CYP2A6"
"DB07617","CYP2A6"
"DB04325","CYP2A6"
"DB00182","CYP2A6"
"DB04896","SLC6A2"
"DB01576","SLC6A2"
"DB00370","SLC6A2"
"DB00182","SLC6A2"
"DB00434","SLC6A2"
"DB01242","SLC6A2"
"DB00656","SLC6A2"
"DB00422","SLC6A2"
"DB08918","SLC6A2"
"DB00726","SLC6A2"
"DB00540","SLC6A2"
"DB04946","SLC6A2"
"DB07919","SLC6A2"
"DB00344","SLC6A2"
"DB00193","SLC6A2"
"DB00321","SLC6A2"
"DB01509","SLC6A2"
"DB01151","SLC6A2"
"DB01224","SLC6A2"
"DB00579","SLC6A2"
"DB08567","SLC6A2"
"DB06731","SLC6A2"
"DB01238","SLC6A2"
"DB01149","SLC6A2"
"DB06700","SLC6A2"
"DB08544","SLC6A2"
"DB00289","SLC6A2"
"DB01454","SLC6A2"
"DB01156","SLC6A2"
"DB00988","SLC6A2"
"DB00907","SLC6A2"
"DB00215","SLC6A2"
"DB00472","SLC6A2"
"DB00715","SLC6A2"
"DB00458","SLC6A2"
"DB00234","SLC6A2"
"DB06204","SLC6A2"
"DB00543","SLC6A2"
"DB00476","SLC6A2"
"DB00934","SLC6A2"
"DB00285","SLC6A2"
"DB04821","SLC6A2"
"DB01446","SLC6A2"
"DB00196","CYP3A4"
"DB00701","CYP3A4"
"DB00675","CYP3A4"
"DB00624","CYP3A4"
"DB00673","CYP3A4"
"DB00343","CYP3A4"
"DB07856","CYP3A4"
"DB00661","CYP3A4"
"DB00683","CYP3A4"
"DB08588","CYP3A4"
"DB07513","CYP3A4"
"DB07234","CYP3A4"
"DB00834","CYP3A4"
"DB01011","CYP3A4"
"DB01115","CYP3A4"
"DB00342","CYP3A4"
"DB00554","CYP3A4"
"DB01127","CYP3A4"
"DB00576","CYP3A4"
"DB07253","CYP3A4"
"DB01149","CYP3A4"
"DB04960","CYP3A4"
"DB08567","CYP3A4"
"DB00257","CYP3A4"
"DB06203","CYP3A4"
"DB01259","CYP3A4"
"DB00530","CYP3A4"
"DB00608","CYP3A4"
"DB05251","CYP3A4"
"DB00622","CYP3A4"
"DB08079","CYP3A4"
"DB05105","CYP3A4"
"DB01110","CYP3A4"
"DB01388","CYP3A4"
"DB00637","CYP3A4"
"DB00320","CYP3A4"
"DB01100","CYP3A4"
"DB01254","CYP3A4"
"DB01067","CYP3A4"
"DB00338","CYP3A4"
"DB00203","ABCC5"
"DB00203","PDE6C"
"DB00966","SLCO1B3"
"DB01241","SLCO1B3"
"DB00203","SLCO1B3"
"DB01645","SLCO1B3"
"DB00490","SLC47A1"
"DB04813","SLC47A1"
"DB01030","SLC47A1"
"DB00205","SLC47A1"
"DB00619","SLC47A1"
"DB00878","SLC47A1"
"DB00478","SLC47A1"
"DB00320","SLC47A1"
"DB00904","SLC47A1"
"DB00669","SLC47A1"
"DB01339","SLC47A1"
"DB00751","SLC47A1"
"DB01204","SLC47A1"
"DB00762","SLC47A1"
"DB00458","SLC47A1"
"DB00213","SLC47A1"
"DB00457","SLC47A1"
"DB00549","SLC47A1"
"DB00889","SLC47A1"
"DB01184","SLC47A1"
"DB00734","SLC47A1"
"DB00738","SLC47A1"
"DB00382","SLC47A1"
"DB00675","CYP2B6"
"DB02665","CYP2B6"
"DB00969","CYP2B6"
"DB04572","CYP2B6"
"DB00977","CYP2B6"
"DB00582","CYP2B6"
"DB00208","CYP2B6"
"DB03575","CYP2B6"
"DB00969","CYP2C19"
"DB07856","CYP2C19"
"DB07513","CYP2C19"
"DB00208","CYP2C19"
"DB06203","CYP2C19"
"DB00951","CYP2C19"
"DB08567","CYP2C19"
"DB00582","CYP2C19"
"DB02665","CYP2C19"
"DB00619","SLC22A2"
"DB00762","SLC22A2"
"DB00977","SLC22A2"
"DB00478","SLC22A2"
"DB00751","SLC22A2"
"DB00738","SLC22A2"
"DB00280","SLC22A2"
"DB00878","SLC22A2"
"DB00925","SLC22A2"
"DB00904","SLC22A2"
"DB01173","SLC22A2"
"DB00549","SLC22A2"
"DB00458","SLC22A2"
"DB01184","SLC22A2"
"DB01339","SLC22A2"
"DB00468","SLC22A2"
"DB04813","SLC22A2"
"DB00213","SLC22A2"
"DB00382","SLC22A2"
"DB00975","SLC22A2"
"DB01136","SLC22A2"
"DB00889","SLC22A2"
"DB06732","ABCG2"
"DB07453","ABCG2"
"DB01030","ABCG2"
"DB07191","ABCG2"
"DB04216","ABCG2"
"DB00655","ABCG2"
"DB00317","ABCG2"
"DB00213","ABCG2"
"DB01645","ABCG2"
"DB04881","ABCG2"
"DB00619","ABCG2"
"DB07352","ABCG2"
"DB05482","ABCG2"
"DB01852","ABCG2"
"DB00969","CYP2D6"
"DB08567","CYP2D6"
"DB07621","CYP2D6"
"DB00972","CYP2D6"
"DB07193","CYP2D6"
"DB00908","CYP2D6"
"DB00234","CYP2D6"
"DB07234","CYP2D6"
"DB07642","CYP2D6"
"DB06203","CYP2D6"
"DB00540","CYP2D6"
"DB01233","CYP2D6"
"DB08150","CYP2D6"
"DB05105","CYP2D6"
"DB00276","CYP2D6"
"DB01392","CYP2D6"
"DB07513","CYP2D6"
"DB03322","CYP2D6"
"DB00514","CYP2D6"
"DB00571","CYP2D6"
"DB00468","CYP2D6"
"DB00476","CYP2D6"
"DB00715","CYP2D6"
"DB01388","CYP2D6"
"DB00477","CYP2D6"
"DB00251","CYP51A1"
"DB03383","CYP51A1"
"DB04794","CYP51A1"
"DB01110","CYP51A1"
"DB00257","CYP51A1"
"DB01127","CYP51A1"
"DB01852","CYP2C9"
"DB06155","CYP2C9"
"DB06203","CYP2C9"
"DB00549","CYP2C9"
"DB00582","CYP2C9"
"DB00396","CYP2C9"
"DB01241","CYP2C9"
"DB07234","CYP2C9"
"DB00482","CYP2C9"
"DB00266","CYP2C9"
"DB08736","CYP2C9"
"DB08150","CYP2C9"
"DB00870","CYP2C9"
"DB00252","CYP2C9"
"DB07835","CYP2C9"
"DB08735","CYP2C9"
"DB00622","CYP2C9"
"DB06729","CYP2C9"
"DB04831","CYP2C9"
"DB07621","CYP2C9"
"DB08278","CYP2C9"
"DB00969","CYP2C9"
"DB07513","CYP2C9"
"DB07670","CYP2C9"
"DB01127","TRPM2"
"DB00257","TRPM2"
"DB08943","CYP17A1"
"DB04794","CYP17A1"
"DB01110","CYP17A1"
"DB01420","CYP17A1"
"DB05812","CYP17A1"
"DB01007","CYP17A1"
"DB01127","CYP17A1"
"DB00257","CYP17A1"
"DB00257","KCNA3"
"DB00661","KCNA3"
"DB01081","KCNA3"
"DB04216","CCR4"
"DB06809","CCR4"
"DB00257","CCR4"
"DB00266","PCSK7"
"DB00695","GPR35"
"DB00266","GPR35"
"DB01003","GPR35"
"DB04552","GPR35"
"DB04813","SLC22A1"
"DB00276","SLC22A1"
"DB00477","SLC22A1"
"DB00283","SLC22A1"
"DB00914","SLC22A1"
"DB00925","SLC22A1"
"DB01151","SLC22A1"
"DB00878","SLC22A1"
"DB04652","SLC22A1"
"DB00457","SLC22A1"
"DB00912","SLC22A1"
"DB00783","SLC22A1"
"DB00396","SLC22A1"
"DB00575","SLC22A1"
"DB00683","SLC22A1"
"DB00661","SLC22A1"
"DB00476","NPY1R"
"DB00285","NPY1R"
"DB00292","CYP11B1"
"DB01011","CYP11B1"
"DB04581","CYP11B1"
"DB01006","CYP11B1"
"DB01011","CYP11B2"
"DB04581","CYP11B2"
"DB01006","CYP11B2"
"DB00292","CYP11B2"
"DB01536","SHBG"
"DB00294","SHBG"
"DB02789","SHBG"
"DB00977","SHBG"
"DB04200","SHBG"
"DB07886","SHBG"
"DB02854","SHBG"
"DB00304","SHBG"
"DB01708","SHBG"
"DB00783","SHBG"
"DB00603","SHBG"
"DB00717","SHBG"
"DB00655","SHBG"
"DB01526","SHBG"
"DB06710","SHBG"
"DB01406","SHBG"
"DB04630","SHBG"
"DB00396","SHBG"
"DB04652","SHBG"
"DB04573","SHBG"
"DB02187","SHBG"
"DB00367","SHBG"
"DB00624","SHBG"
"DB03515","SHBG"
"DB03467","SHBG"
"DB01471","SHBG"
"DB08877","GAK"
"DB01268","GAK"
"DB03496","GAK"
"DB00619","GAK"
"DB05424","GAK"
"DB07159","GAK"
"DB01782","GAK"
"DB02567","GAK"
"DB06616","GAK"
"DB00530","GAK"
"DB08916","GAK"
"DB04849","GAK"
"DB05294","GAK"
"DB05465","GAK"
"DB08568","GAK"
"DB08424","GAK"
"DB00317","GAK"
"DB05294","EPHB6"
"DB02567","EPHB6"
"DB06589","EPHB6"
"DB00530","EPHB6"
"DB08877","EPHB6"
"DB06616","EPHB6"
"DB08865","EPHB6"
"DB01254","EPHB6"
"DB06999","EPHB6"
"DB07159","EPHB6"
"DB00317","EPHB6"
"DB04849","EPHB6"
"DB04868","EPHB6"
"DB08916","EPHB6"
"DB05424","EPHB6"
"DB01268","EPHB6"
"DB03044","RIPK2"
"DB00398","RIPK2"
"DB01254","RIPK2"
"DB04849","RIPK2"
"DB01809","RIPK2"
"DB05424","RIPK2"
"DB00530","RIPK2"
"DB06616","RIPK2"
"DB08865","RIPK2"
"DB08916","RIPK2"
"DB05294","RIPK2"
"DB07159","RIPK2"
"DB02567","RIPK2"
"DB06999","RIPK2"
"DB00317","RIPK2"
"DB08067","RPS6KA4"
"DB08568","RPS6KA4"
"DB01268","RPS6KA4"
"DB08877","RPS6KA4"
"DB07159","RPS6KA4"
"DB00317","RPS6KA4"
"DB00317","STK10"
"DB07159","STK10"
"DB00398","STK10"
"DB05294","STK10"
"DB03044","STK10"
"DB05424","STK10"
"DB04868","STK10"
"DB02567","STK10"
"DB08094","STK10"
"DB04849","STK10"
"DB05465","STK10"
"DB01259","STK10"
"DB08916","STK10"
"DB06616","STK10"
"DB08865","STK10"
"DB01268","STK10"
"DB00530","STK10"
"DB06616","CHEK2"
"DB01268","CHEK2"
"DB08568","CHEK2"
"DB00317","CHEK2"
"DB06999","FGR"
"DB01268","FGR"
"DB05424","FGR"
"DB07159","FGR"
"DB07138","FGR"
"DB00398","FGR"
"DB05294","FGR"
"DB03044","FGR"
"DB04868","FGR"
"DB00317","FGR"
"DB06616","FGR"
"DB04849","FGR"
"DB08865","FGR"
"DB02567","FGR"
"DB07274","FGR"
"DB01268","PHKG2"
"DB07159","PHKG2"
"DB06616","PHKG2"
"DB00317","PHKG2"
"DB08916","PHKG2"
"DB01782","PHKG2"
"DB03496","PHKG2"
"DB08568","PHKG2"
"DB05294","PHKG2"
"DB08877","PHKG2"
"DB00530","ERBB3"
"DB02567","ERBB3"
"DB04849","ERBB3"
"DB05294","ERBB3"
"DB00317","ERBB3"
"DB01259","ERBB3"
"DB01254","ERBB3"
"DB06616","ERBB3"
"DB08916","ERBB3"
"DB03496","ERBB3"
"DB05424","ERBB3"
"DB08877","EPHA3"
"DB07159","EPHA3"
"DB05424","EPHA3"
"DB00317","EPHA3"
